title,company,location,requirements,link
Intern (Master's) Data Engineer,Resideo,"Austin, TX","Job Description

Essential Responsibilities:

We are looking for a Data Engineer Intern to join our team. You will have a chance to work across a range of systems and tools to develop a first-class data platform for our devices, Services, and users.

We will help you acquire specific skills where needed. Data Engineer Intern will take part in a number of ongoing projects including platform engineering and data-driven analytics projects. You will have a heavy focus on assisting with the design of solutions to deliver data products and data services. To be successful in this role you will need a basic understanding of data management concepts and how cloud technology can solve data issues. You will also need basic knowledge of some of the followings: Agile principles, Scrum, CI/CD, scalable Data Pipelines, software and product security, coding standards, code refactoring and testing techniques.

Our days can be highly dynamic and are usually a mixture of both development and supporting the engineering community with advice on how best to utilize the tools and systems we have developed. Data Engineering activities range from small incremental improvements and bug fixes to multi-month strategic scale projects. In all of our activities we usually spend an considerable amount of time interacting and working with the other engineering teams and 3rd parties.

Job Duties
Design, implement, and automate deployment of our distributed system for collecting and processing log events from multiple sources
Own the design, development, and maintenance of ongoing metrics, reports, analyses, and dashboards to drive cost usage analysis
Monitor and troubleshoot operational or data issues in the data pipelines
You Must Have
Completed your Bachelor’s of Science degree and currently enrolled in or will receive a Master's Degree in math/statistics/engineering/computer or other equivalent quantitative discipline
A demonstrable level of experience in at least one compiled programming language such as Java, C, C++ or Go
Familiarity with Linux and source control systems Desired skills and experience
Interpreted programming language such as Python, Ruby or Perl
Experience in developing and deploying services under Virtualization and cloud technologies (Azure/AWS, Docker, Kubernetes, OpenStack)
Developing workflow tooling under industry large scale clustered compute and cloud-based environments
Software build and test solutions (Jenkins, Bamboo, Artifactory)
We Value
A focus on personal achievement and responsibility
Team working ability
Good communication skills verbal and written
About Us

Resideo is a leading global provider of critical comfort and security solutions primarily in residential environments and distributor of low-voltage electronic and security products. Building on a 130-year heritage, Resideo has a presence in more than 150 million homes, with 15 million systems installed in homes each year. We continue to serve more than 110,000 professionals through leading distributors, including our ADI Global Distribution business, which exports to more than 100 countries from more than 200 stocking locations around the world. Resideo is a $5.0 billion company with approximately 13,000 global employees. For more information about Resideo, please visit www.resideo.com .

At Resideo, we bring together diverse individuals to build the future of homes. Resideo is an equal opportunity employer. Qualified applicants will be considered without regard to age, race, creed, color, national origin, ancestry, marital status, affectional or sexual orientation, gender identity or expression, disability, nationality, sex, religion, or veteran status.",https://www.linkedin.com/jobs/view/externalApply/2455833048?url=https%3A%2F%2Fehtl%2Efa%2Eus6%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%3Futm_source%3DLinkedin%23%2Fjob%2F5637%2F%3Futm_medium%3Djobshare&urlHash=14ok&refId=2c707a17-b053-4e28-b312-3a46c28e69a8&trackingId=4W3xks5ThBURogH8iHlhig%3D%3D&trk=public_jobs_apply-link-offsite
