title,company,location,requirements,link
Global Network Engineering Intern,Hilton,"Addison, TX","From smartphone capabilities like Digital Key to connected rooms that allow for integrated entertainment, temperature, and lighting controls, Hilton's Global Technology team is responsible for creating the hospitality experience of the future – for our guests, owners, and Team Members. Through innovative technology development and deployment, this team ensures Hilton has the technology needed to support our continued global growth while remaining at the forefront of hospitality technology innovation.

What will I be doing?

The Global Network Engineering (GNE) Team is looking for an individual pursuing a degree in a technology or business-related major. As the Global Network Engineering Intern, you will be working with the GNE team worldwide on specific projects and tasks to assist in activities related to researching, analyzing, developing, and crafting an accurate and trusted data landscape.

More Specifically, You Will
Collaborate with vendors and other support teams for problem resolution.
Communicate with more senior network engineers, upper-management, and internal clients to identify needs and evaluate alternative business solutions.
Document network projects within the hotels and corporate offices.
Work with the team to define API integration between collaboration systems and project management software.

What are we looking for?

We believe the success in this role will demonstrate itself through the following attributes and skills:
Self-starter, task-focused, responsible teammate, and possess positive and can-do attitudes
Communication and partner-focused skills
Build positive relationships across the team
Strong computer skills with Microsoft Word, Excel, and PowerPoint as well as navigating the internet
Ability to handle ambiguity, be a creative problem solver, and want to get their “hands dirty”
Creative, self-motivated, results-oriented, and superb communication skills

To fulfill this role successfully, you should demonstrate the following minimum qualifications:
Currently enrolled in an undergraduate degree program with significant coursework in Technology or business-related field
Understanding of basic network fundamentals
Rising sophomore, junior or senior
Cumulative 3.0 GPA or higher

It would be useful in this position for you to demonstrate the following capabilities and distinctions:
Advanced infrastructure understanding (firewall, network protocols)
Some scripting experience (i.e. Bash, Python, Powershell, Ansible)

What is it like working for Hilton?

Hilton is the world's leading global hospitality company, spanning the lodging sector from luxurious full-service hotels and resorts to extended-stay suites and mid-priced hotels. For over a century, Hilton has offered business and leisure travelers the finest in accommodations, service, amenities, and value. Hilton is dedicated to continuing its tradition of providing exceptional guest experiences across its global brands. Our vision to fill the earth with the light and warmth of hospitality unites us as a team to create remarkable hospitality experiences around the world every day. And our amazing Team Members are at the heart of it all!

We will ensure that qualified individuals with protected disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions of his or her role, and to receive other benefits and privileges of employment. Please contact us to request accommodation.

Work Locations

Hilton - System Solutions - Dallas

Schedule

Temporary

Brand

Hilton Corporate

Shift

Day Job

Job Level

Team Member

Job

Universities",https://www.linkedin.com/jobs/view/externalApply/2493883882?url=https%3A%2F%2Fhilton%2Etaleo%2Enet%2Fcareersection%2Fhww_external%2Fjobdetail%2Eftl%3Fjob%3D1249251%26tz%3DGMT%2B05%3A30%26tzname%3DAsia%2FCalcutta&urlHash=5QaF&refId=38597983-7502-4dca-a997-43be4b192265&trackingId=ztVX938CCBBMGfB2eT0usQ%3D%3D&trk=public_jobs_apply-link-offsite
